"brand","detail_link","id","image","name","price","quantity_rating","rating"
"Summer Fridays","https://www.sephora.com/product/summer-fridays-lip-butter-balm-P455936?skuId=2745289","P455936","https://www.sephora.com/productimages/sku/s2745289-main-zoom.jpg?imwidth=270&pb=allure-2024-bestofbeauty","Lip Butter Balm for Hydration & Shine","$24.00","14122","4.32"
"Tower 28 Beauty","https://www.sephora.com/product/shineon-lip-jelly-P448854?skuId=2549970","P448854","https://www.sephora.com/productimages/sku/s2549970-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","ShineOn Lip Jelly Hydrating Non-Sticky Lip Gloss","$16.00","5129","4.49"
"LANEIGE","https://www.sephora.com/product/glaze-craze-tinted-polypeptide-lip-serum-P515527?skuId=2842441","P515527","https://www.sephora.com/productimages/sku/s2842441-main-zoom.jpg?imwidth=270","Glaze Craze Tinted Polypeptide Lip Serum","$22.00","565","4.48"
"DIOR","https://www.sephora.com/product/dior-lip-glow-oil-P453814?skuId=2316172","P453814","https://www.sephora.com/productimages/sku/s2316172-main-zoom.jpg?imwidth=270","Lip Glow Oil","$40.00","3218","4.07"
"Glossier","https://www.sephora.com/product/glossier-balm-dotcom-lip-balm-skin-salve-P512013?skuId=2839397","P512013","https://www.sephora.com/productimages/sku/s2839397-main-zoom.jpg?imwidth=270","Balm Dotcom Lip Balm and Skin Salve","$16.00","1700","4.07"
"Gisou","https://www.sephora.com/product/gisou-lip-oil-P505233?skuId=2858033","P505233","https://www.sephora.com/productimages/sku/s2858033-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Honey Infused Hydrating Lip Oil","$28.00","2244","4.28"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/gloss-bomb-universal-lip-luminizer-P67988453?skuId=2156578","P67988453","https://www.sephora.com/productimages/sku/s2156578-main-zoom.jpg?imwidth=270","Gloss Bomb Universal Lip Luminizer","$22.00","13533","4.61"
"LANEIGE","https://www.sephora.com/product/glowy-lip-balm-P443563?skuId=2743060","P443563","https://www.sephora.com/productimages/sku/s2743060-main-zoom.jpg?imwidth=270","Lip Glowy Lightweight Hydration Balm with Shea Butter","$19.00","6934","4.39"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-beauty-rihanna-gloss-bomb-stix-high-shine-gloss-stick-P511572?skuId=2787497","P511572","https://www.sephora.com/productimages/sku/s2787497-main-zoom.jpg?imwidth=270","Gloss Bomb Stix High-Shine Gloss Stick","$25.00","1669","4.58"
"SEPHORA COLLECTION","https://www.sephora.com/product/cream-lip-stain-liquid-lipstick-P281411?skuId=2760981","P281411","https://www.sephora.com/productimages/sku/s2760981-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Cream Lip Stain 10HR Liquid Lipstick","$16.00","986","4.04"
"Charlotte Tilbury","https://www.sephora.com/product/charlotte-tilbury-mini-pillow-talk-lip-duo-P458268?skuId=2801371","P458268","https://www.sephora.com/productimages/sku/s2801371-main-zoom.jpg?imwidth=270","Mini Pillow Talk Lipstick & Liner Set","$25.00","1452","3.60"
"OLEHENRIKSEN","https://www.sephora.com/product/pout-preserve-peptide-lip-treatment-P503878?skuId=2648467","P503878","https://www.sephora.com/productimages/sku/s2648467-main-zoom.jpg?imwidth=270&pb=allure-2024-bestofbeauty","Pout Preserve Hydrating Peptide Lip Treatment","$22.00","1998","4.41"
"Summer Fridays","https://www.sephora.com/product/summer-fridays-dream-lip-oil-P509439?skuId=2744696","P509439","https://www.sephora.com/productimages/sku/s2744696-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Dream Lip Oil for Moisturizing Sheer Coverage","$26.00","2238","3.88"
"LANEIGE","https://www.sephora.com/product/lip-sleeping-mask-P420652?skuId=1966258","P420652","https://www.sephora.com/productimages/sku/s1966258-main-zoom.jpg?imwidth=270","Lip Sleeping Mask Intense Hydration with Vitamin C","$24.00 - $25.00","20953","4.32"
"MILK MAKEUP","https://www.sephora.com/product/milk-makeup-cooling-water-jelly-tint-lip-cheek-blush-stain-P509414?skuId=2737039","P509414","https://www.sephora.com/productimages/sku/s2737039-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Cooling Water Jelly Tint Lip + Cheek Blush Stain","$24.00","2569","3.99"
"REFY","https://www.sephora.com/product/refy-beauty-refy-lip-gloss-P483124?skuId=2835643","P483124","https://www.sephora.com/productimages/sku/s2835643-main-zoom.jpg?imwidth=270","Lip Gloss with Hyaluronic Acid","$20.00","470","4.07"
"SEPHORA COLLECTION","https://www.sephora.com/product/outrageous-effect-volume-lip-gloss-P417985?skuId=2234185","P417985","https://www.sephora.com/productimages/sku/s2234185-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Outrageous Plump Hydrating Lip Gloss","$14.00","1669","4.09"
"Charlotte Tilbury","https://www.sephora.com/product/lip-cheat-lip-liner-P433516?skuId=2765618","P433516","https://www.sephora.com/productimages/sku/s2765618-main-zoom.jpg?imwidth=270","Lip Cheat Lip Liner","$26.00","1965","4.40"
"Rare Beauty by Selena Gomez","https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-tinted-lip-oil-P505568?skuId=2640159","P505568","https://www.sephora.com/productimages/sku/s2640159-main-zoom.jpg?imwidth=270","Soft Pinch Tinted Lip Oil Stain","$22.00","4799","4.10"
"Saie","https://www.sephora.com/product/glossybounce-high-shine-hydrating-lip-gloss-oil-P507492?skuId=2790582","P507492","https://www.sephora.com/productimages/sku/s2790582-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Glossybounce™ High-Shine Hydrating Lip Gloss Oil","$22.00","1194","4.05"
"DIOR","https://www.sephora.com/product/dior-addict-lip-glow-balm-P514572?skuId=2830479","P514572","https://www.sephora.com/productimages/sku/s2830479-main-zoom.jpg?imwidth=270","Dior Addict Lip Glow Balm","$40.00","1405","4.51"
"MAKE UP FOR EVER","https://www.sephora.com/product/artist-color-pencil-P430969?skuId=2072437","P430969","https://www.sephora.com/productimages/sku/s2072437-main-zoom.jpg?imwidth=270","Artist Color Pencil Longwear Lip Liner","$24.00","929","4.44"
"EADEM","https://www.sephora.com/product/eadem-le-chouchou-exfoliating-softening-peptide-lip-balm-P511921?skuId=2775088","P511921","https://www.sephora.com/productimages/sku/s2775088-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Le Chouchou Exfoliating + Softening Peptide Lip Balm","$24.00","642","4.75"
"Clarins","https://www.sephora.com/product/hydrating-water-lip-stain-kiss-proof-matte-finish-P515492?skuId=2844082","P515492","https://www.sephora.com/productimages/sku/s2844082-main-zoom.jpg?imwidth=270","Hydrating Water Lip Stain Kiss-Proof & Matte Finish","$32.00","626","4.44"
"Benefit Cosmetics","https://www.sephora.com/product/benetint-cheek-lip-stain-P1272?skuId=2520245","P1272","https://www.sephora.com/productimages/sku/s2520245-main-zoom.jpg?imwidth=270","Benetint Liquid Lip + Cheek Blush Stain","$26.00 - $35.00","5219","4.13"
"DIOR","https://www.sephora.com/product/dior-addict-lip-maximizer-plumping-gloss-P186805?skuId=2830438","P186805","https://www.sephora.com/productimages/sku/s2830438-main-zoom.jpg?imwidth=270","Dior Addict Lip Maximizer Plumping Gloss","$40.00","2368","4.45"
"Rare Beauty by Selena Gomez","https://www.sephora.com/product/kind-words-lip-liner-P500636?skuId=2799385","P500636","https://www.sephora.com/productimages/sku/s2799385-main-zoom.jpg?imwidth=270","Kind Words Lip Liner","$16.00","892","4.41"
"CLINIQUE","https://www.sephora.com/product/almost-lipstick-P122751?skuId=70680","P122751","https://www.sephora.com/productimages/sku/s70680-main-zoom.jpg?imwidth=270","Almost Lipstick","$25.00","4728","4.38"
"Tower 28 Beauty","https://www.sephora.com/product/tower-28-lipsoftie-hydrating-tinted-lip-treatment-balm-P509397?skuId=2843068","P509397","https://www.sephora.com/productimages/sku/s2843068-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","LipSoftie™ Hydrating Tinted Lip Treatment Balm","$16.00","1422","4.15"
"SEPHORA COLLECTION","https://www.sephora.com/product/moisturizing-lip-balm-P500744?skuId=2707875","P500744","https://www.sephora.com/productimages/sku/s2707875-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Moisturizing Lip Balm","$7.00","1100","4.29"
"SEPHORA COLLECTION","https://www.sephora.com/product/matte-velvet-lipstick-P506548?skuId=2666840","P506548","https://www.sephora.com/productimages/sku/s2666840-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Matte Velvet Lipstick","$16.00","380","4.48"
"Yves Saint Laurent","https://www.sephora.com/product/yves-saint-laurent-candy-glaze-lip-gloss-stick-P480000?skuId=2830057","P480000","https://www.sephora.com/productimages/sku/s2830057-main-zoom.jpg?imwidth=270","Candy Glaze Lip Gloss Stick","$42.00","2719","4.50"
"MAKEUP BY MARIO","https://www.sephora.com/product/makeup-by-mario-moisture-glow-tm-plumping-lip-serum-P481114?skuId=2783199","P481114","https://www.sephora.com/productimages/sku/s2783199-main-zoom.jpg?imwidth=270","MoistureGlow™ Plumping Lip Serum","$14.00 - $24.00","2752","4.09"
"Rare Beauty by Selena Gomez","https://www.sephora.com/product/rare-beauty-by-selena-gomez-mini-soft-pinch-liquid-blush-and-lip-oil-set-P514464?skuId=2835072","P514464","https://www.sephora.com/productimages/sku/s2835072-main-zoom.jpg?imwidth=270","Mini Soft Pinch Liquid Blush and Lip Oil Set","$25.00","33","4.55"
"Charlotte Tilbury","https://www.sephora.com/product/mini-iconic-lip-cheat-lip-liner-trio-P515611?skuId=2842581","P515611","https://www.sephora.com/productimages/sku/s2842581-main-zoom.jpg?imwidth=270","Mini Iconic Lip Cheat Lip Liner Trio","$35.00","9","5.00"
"SEPHORA COLLECTION","https://www.sephora.com/product/satin-hydrating-lipstick-P501496?skuId=2564474","P501496","https://www.sephora.com/productimages/sku/s2564474-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Satin Hydrating Lipstick","$16.00","298","4.51"
"MAKEUP BY MARIO","https://www.sephora.com/product/makeup-by-mario-ultra-suede-sculpting-lip-pencil-P477838?skuId=2731487","P477838","https://www.sephora.com/productimages/sku/s2731487-main-zoom.jpg?imwidth=270&pb=allure-2024-bestofbeauty","Ultra Suede® Sculpting Lip Pencil","$26.00","389","4.65"
"tarte","https://www.sephora.com/product/tarte-maracuja-juicy-lip-P467977?skuId=2370518","P467977","https://www.sephora.com/productimages/sku/s2370518-main-zoom.jpg?imwidth=270","Maracuja Juicy Lip Balm Gloss","$26.00","633","4.08"
"REFY","https://www.sephora.com/product/refy-mini-lip-gloss-set-P515038?skuId=2835650","P515038","https://www.sephora.com/productimages/sku/s2835650-main-zoom.jpg?imwidth=270","Mini Lip Gloss Set","$20.00","26","4.08"
"Charlotte Tilbury","https://www.sephora.com/product/mini-glossy-lip-duo-set-P506489?skuId=2670073","P506489","https://www.sephora.com/productimages/sku/s2670073-main-zoom.jpg?imwidth=270","Mini Glossy Pink Lip Gloss + Lip Liner Set","$25.00","312","4.21"
"SEPHORA COLLECTION","https://www.sephora.com/product/glossed-hydrating-long-wear-lip-gloss-P514666?skuId=2730539","P514666","https://www.sephora.com/productimages/sku/s2730539-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Glossed Hydrating Long Wear Lip Gloss","$14.00","230","4.62"
"SEPHORA COLLECTION","https://www.sephora.com/product/colorful-gloss-balm-P403322?skuId=2540961","P403322","https://www.sephora.com/productimages/sku/s2540961-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Sephora Colorful® Lip Gloss Balm","$11.00","1446","4.19"
"SEPHORA COLLECTION","https://www.sephora.com/product/8hr-longwear-colorful-lip-liner-P515971?skuId=2871036","P515971","https://www.sephora.com/productimages/sku/s2871036-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023","Colorful 8HR Longwear Transferproof Lip Liner","$13.00","102","4.44"
"Yves Saint Laurent","https://www.sephora.com/product/love-shine-lip-oil-stick-P377710?skuId=2830065","P377710","https://www.sephora.com/productimages/sku/s2830065-main-zoom.jpg?imwidth=270","YSL Loveshine Lip Oil Stick","$45.00","1645","4.49"
"Yves Saint Laurent","https://www.sephora.com/product/ysl-loveshine-plumping-lip-oil-gloss-with-hyaluronic-acid-P515552?skuId=2830107","P515552","https://www.sephora.com/productimages/sku/s2830107-main-zoom.jpg?imwidth=270","YSL Loveshine Plumping Lip Oil Gloss with Hyaluronic Acid","$40.00","637","4.56"
"Topicals","https://www.sephora.com/product/topicals-slick-salve-glossy-lip-balm-for-soothing-hydration-P509711?skuId=2740660","P509711","https://www.sephora.com/productimages/sku/s2740660-main-zoom.jpg?imwidth=270","Slick Salve Glossy Lip Balm for Soothing + Hydration","$16.00","1514","4.31"
"Prada Beauty","https://www.sephora.com/product/prada-beauty-moisturizing-lip-balm-P509710?skuId=2786093","P509710","https://www.sephora.com/productimages/sku/s2786093-main-zoom.jpg?imwidth=270","Hydrating Lip Balm","$40.00 - $50.00","1731","4.49"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-beauty-rihanna-gloss-bomb-heat-universal-lip-luminizer-plumper-P473708?skuId=2656254","P473708","https://www.sephora.com/productimages/sku/s2656254-main-zoom.jpg?imwidth=270","Gloss Bomb Heat Universal Lip Luminizer + Plumper","$26.00","1493","4.24"
"MILK MAKEUP","https://www.sephora.com/product/milk-makeup-strawberry-banana-burst-lip-cheek-kit-P515227?skuId=2843258","P515227","https://www.sephora.com/productimages/sku/s2843258-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","The Jelly Lip Kit: Lip + Cheek Stain & Lip Oil Duo","$34.00","44","4.70"
"Kulfi","https://www.sephora.com/product/kulfi-lassi-lips-staining-long-lasting-hydrating-lip-oil-P512014?skuId=2855229","P512014","https://www.sephora.com/productimages/sku/s2855229-main-zoom.jpg?imwidth=270","Lassi Lips Staining Long-Lasting Moisturizing Lip Oil","$24.00","387","4.52"
"Tower 28 Beauty","https://www.sephora.com/product/tower-28-oneliner-lip-liner-eyeliner-cheek-pencil-P504041?skuId=2629046","P504041","https://www.sephora.com/productimages/sku/s2629046-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","OneLiner Lip Liner + Eyeliner + Cheek Pencil","$15.00","339","4.50"
"Valentino","https://www.sephora.com/product/valentino-spike-buttery-matte-lipstick-P512637?skuId=2788834","P512637","https://www.sephora.com/productimages/sku/s2788834-main-zoom.jpg?imwidth=270","Spike Valentino Buttery Matte Lipstick","$48.00","1615","4.79"
"DIOR","https://www.sephora.com/product/dior-dior-addict-refillable-shine-lipstick-P481969?skuId=2767093","P481969","https://www.sephora.com/productimages/sku/s2767093-main-zoom.jpg?imwidth=270","Dior Addict Shine Lipstick","$32.00 - $46.00","1087","4.48"
"MAKE UP FOR EVER","https://www.sephora.com/product/make-up-for-ever-super-boost-lip-gloss-P515082?skuId=2844728","P515082","https://www.sephora.com/productimages/sku/s2844728-main-zoom.jpg?imwidth=270","Super Boost Moisturizing & Plumping Lip Gloss","$26.00","360","4.65"
"tarte","https://www.sephora.com/product/tarte-maracuja-juicy-lip-plump-P482750?skuId=2741098","P482750","https://www.sephora.com/productimages/sku/s2741098-main-zoom.jpg?imwidth=270","Maracuja Juicy Lip Plump Gloss","$26.00","1114","3.92"
"Tower 28 Beauty","https://www.sephora.com/product/beachplease-tinted-balm-blush-P449342?skuId=2811750","P449342","https://www.sephora.com/productimages/sku/s2811750-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","BeachPlease Lip + Cheek Dewy Cream Blush","$20.00","1732","4.48"
"MERIT","https://www.sephora.com/product/shade-slick-sheen-tinted-lip-oil-P516036?skuId=2849925","P516036","https://www.sephora.com/productimages/sku/s2849925-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Shade Slick Sheen High Shine Tinted Lip Oil","$24.00","272","4.90"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-beauty-rihanna-trace-d-out-longwear-waterproof-pencil-lip-liner-P512259?skuId=2745974","P512259","https://www.sephora.com/productimages/sku/s2745974-main-zoom.jpg?imwidth=270","Trace'd Out Longwear Waterproof Pencil Lip Liner","$20.00","482","3.97"
"Charlotte Tilbury","https://www.sephora.com/product/k-i-s-s-i-n-g-lipstick-P433531?skuId=2736056","P433531","https://www.sephora.com/productimages/sku/s2736056-main-zoom.jpg?imwidth=270","K.I.S.S.I.N.G Satin Shine Lipstick","$35.00 - $38.00","827","4.07"
"Yves Saint Laurent","https://www.sephora.com/product/yves-saint-laurent-candy-glow-tinted-butter-balm-P511431?skuId=2751279","P511431","https://www.sephora.com/productimages/sku/s2751279-main-zoom.jpg?imwidth=270","Candy Glow Tinted Butter Balm","$42.00","919","4.65"
"ILIA","https://www.sephora.com/product/ilia-lip-sketch-hydrating-crayon-P510654?skuId=2749687","P510654","https://www.sephora.com/productimages/sku/s2749687-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Lip Sketch Hydrating Lipstick + Lip Liner Crayon","$26.00","625","4.52"
"SEPHORA COLLECTION","https://www.sephora.com/product/moisturizing-cherry-lip-mask-P510932?skuId=2707735","P510932","https://www.sephora.com/productimages/sku/s2707735-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Moisturizing Cherry Lip Mask","$3.00","204","3.69"
"Saie","https://www.sephora.com/product/saie-lip-liner-101-creamy-nourishing-lip-pencil-P513624?skuId=2790301","P513624","https://www.sephora.com/productimages/sku/s2790301-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Lip Liner 101: Creamy & Nourishing Lip Pencil","$20.00","569","4.85"
"tarte","https://www.sephora.com/product/tarte-maracuja-juicy-melt-mask-P515775?skuId=2833259","P515775","https://www.sephora.com/productimages/sku/s2833259-main-zoom.jpg?imwidth=270","maracuja juicy lip nourishing melt mask","$27.00","43","4.70"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-beauty-rihanna-gloss-bomb-cream-color-drip-lip-cream-P465757?skuId=2399285","P465757","https://www.sephora.com/productimages/sku/s2399285-main-zoom.jpg?imwidth=270","Gloss Bomb Cream Color Drip Lip Cream","$23.00","1255","4.52"
"Glossier","https://www.sephora.com/product/glossier-lip-line-enhancing-hydrating-longwear-lip-liner-pencil-P511969?skuId=2839371","P511969","https://www.sephora.com/productimages/sku/s2839371-main-zoom.jpg?imwidth=270","Lip Line Enhancing Hydrating Longwear Lip Liner Pencil","$18.00","163","4.64"
"LYS Beauty","https://www.sephora.com/product/speak-love-lip-plumping-glossy-lip-balm-P515638?skuId=2847473","P515638","https://www.sephora.com/productimages/sku/s2847473-main-zoom.jpg?imwidth=270","Speak Love Lip-Plumping Glossy Lip Balm","$19.00","91","4.79"
"SEPHORA COLLECTION","https://www.sephora.com/product/sephora-collection-glaze-hydrating-lip-balm-P515107?skuId=2819886","P515107","https://www.sephora.com/productimages/sku/s2819886-main-zoom.jpg?imwidth=270","Glaze Hydrating Lip Balm","$12.00","47","4.74"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-beauty-rihanna-icon-refillable-semi-matte-lipstick-P480303?skuId=2513158","P480303","https://www.sephora.com/productimages/sku/s2513158-main-zoom.jpg?imwidth=270","Fenty Icon The Fill Semi-Matte Refillable Lipstick","$12.00 - $20.00","455","4.23"
"Too Faced","https://www.sephora.com/product/kissing-jelly-non-sticky-lip-oil-gloss-P509300?skuId=2814622","P509300","https://www.sephora.com/productimages/sku/s2814622-main-zoom.jpg?imwidth=270","Kissing Jelly Non-Sticky Lip Oil Gloss","$22.00","606","4.43"
"HUDA BEAUTY","https://www.sephora.com/product/huda-beauty-lip-contour-pencil-2-0-P471243?skuId=2431120","P471243","https://www.sephora.com/productimages/sku/s2431120-main-zoom.jpg?imwidth=270","Lip Contour 2.0 Automatic Matte Lip Pencil","$21.00","1283","4.71"
"MERIT","https://www.sephora.com/product/shade-slick-gelee-sheer-tinted-lip-oil-P505330?skuId=2675502","P505330","https://www.sephora.com/productimages/sku/s2675502-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Shade Slick Gelée Sheer Tinted Lip Oil","$24.00","804","4.26"
"HAUS LABS BY LADY GAGA","https://www.sephora.com/product/haus-labs-by-lady-gaga-color-fuse-longwear-hydrating-glassy-lip-cheek-blush-balm-stick-P510741?skuId=2767572","P510741","https://www.sephora.com/productimages/sku/s2767572-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Color Fuse Longwear Hydrating Glassy Lip + Cheek Blush Balm Stick","$34.00","439","4.47"
"MAKEUP BY MARIO","https://www.sephora.com/product/makeup-by-mario-mini-moistureglow-tm-on-the-go-plumping-lip-serum-P509674?skuId=2737179","P509674","https://www.sephora.com/productimages/sku/s2737179-main-zoom.jpg?imwidth=270","Mini Moistureglow™ On-The-Go Plumping Lip Serum","$14.00","202","3.76"
"Rare Beauty by Selena Gomez","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737","P467449","https://www.sephora.com/productimages/sku/s2867737-main-zoom.jpg?imwidth=270","Stay Vulnerable Glossy Lip Balm","$20.00","1148","4.67"
"Hourglass","https://www.sephora.com/product/hourglass-phantom-volumizing-glossy-balm-P483662?skuId=2833085","P483662","https://www.sephora.com/productimages/sku/s2833085-main-zoom.jpg?imwidth=270&pb=allure-2023-bestofbeauty-badge","Phantom Volumizing Glossy Lip Balm","$38.00","1825","4.63"
"Lancôme","https://www.sephora.com/product/lancome-lip-idole-butterglow-lip-balm-P512007?skuId=2796068","P512007","https://www.sephora.com/productimages/sku/s2796068-main-zoom.jpg?imwidth=270","Lip Idôle Squalane-12 Butterglow™ Hydrating Lip Balm","$32.00","2086","4.73"
"Anastasia Beverly Hills","https://www.sephora.com/product/anastasia-beverly-hills-lip-velvet-liquid-lipstick-P509681?skuId=2799708","P509681","https://www.sephora.com/productimages/sku/s2799708-main-zoom.jpg?imwidth=270","Lip Velvet Liquid Lipstick","$24.00","1577","4.47"
"Clarins","https://www.sephora.com/product/clarins-lip-comfort-oil-P483060?skuId=2849933","P483060","https://www.sephora.com/productimages/sku/s2849933-main-zoom.jpg?imwidth=270","Lip Comfort Hydrating Oil","$30.00","886","4.04"
"NARS","https://www.sephora.com/product/orgasm-afterglow-lip-balm-P13046537?skuId=2063758","P13046537","https://www.sephora.com/productimages/sku/s2063758-main-zoom.jpg?imwidth=270","Afterglow Tinted Lip Balm","$28.00","1234","4.04"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-skin-rihanna-plush-puddin-intensive-recovery-lip-mask-with-pomegranate-sterols-vitamin-e-P503692?skuId=2619997","P503692","https://www.sephora.com/productimages/sku/s2619997-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Plush Puddin’ Intensive Recovery Lip Mask With Pomegranate Sterols + Vitamin E","$23.00","1032","4.05"
"LAWLESS","https://www.sephora.com/product/lawless-forget-filler-lip-plumping-line-smoothing-tinted-lip-balm-P504609?skuId=2787851","P504609","https://www.sephora.com/productimages/sku/s2787851-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Forget the Filler Lip-Plumping Line-Smoothing Tinted Lip Balm","$26.00","1763","4.25"
"Kaja","https://www.sephora.com/product/juicy-glass-lip-oil-P508041?skuId=2807022","P508041","https://www.sephora.com/productimages/sku/s2807022-main-zoom.jpg?imwidth=270","Juicy Glass Lip Oil","$18.00","1529","4.53"
"Prada Beauty","https://www.sephora.com/product/prada-beauty-monochrome-soft-matte-refillable-lipstick-P509660?skuId=2754125","P509660","https://www.sephora.com/productimages/sku/s2754125-main-zoom.jpg?imwidth=270","Prada Monochrome Soft Matte Blur Lipstick","$40.00 - $50.00","351","4.69"
"MILK MAKEUP","https://www.sephora.com/product/milk-makeup-kush-hydrating-sheer-tinted-lip-oil-P509474?skuId=2742922","P509474","https://www.sephora.com/productimages/sku/s2742922-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","KUSH Hydrating Sheer Lip Oil","$26.00","385","4.09"
"MERIT","https://www.sephora.com/product/signature-lip-sheer-lip-liner-P516006?skuId=2842946","P516006","https://www.sephora.com/productimages/sku/s2842946-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Signature Lip Sheer Lip Liner","$24.00","294","4.81"
"VIOLETTE_FR","https://www.sephora.com/product/bisou-jelly-sheer-shine-lipstick-P515465?skuId=2864338","P515465","https://www.sephora.com/productimages/sku/s2864338-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","BISOU JELLY Sheer Shine Hydrating Lipstick","$29.00","20","3.80"
"LANEIGE","https://www.sephora.com/product/laneige-bouncy-firm-plumping-lip-treatment-P513177?skuId=2743102","P513177","https://www.sephora.com/productimages/sku/s2743102-main-zoom.jpg?imwidth=270","Bouncy & Firm Plumping Lip Treatment","$26.00","631","4.54"
"Valentino","https://www.sephora.com/product/valentino-liquirosso-P506965?skuId=2673127","P506965","https://www.sephora.com/productimages/sku/s2673127-main-zoom.jpg?imwidth=270","Liquirosso 2 in 1 Soft Matte Liquid Lipstick & Blush","$40.00","523","4.63"
"NARS","https://www.sephora.com/product/nars-afterglow-sensual-shine-lipstick-P505364?skuId=2740322","P505364","https://www.sephora.com/productimages/sku/s2740322-main-zoom.jpg?imwidth=270","Afterglow Sensual Shine Hydrating Lipstick","$32.00","239","3.88"
"HUDA BEAUTY","https://www.sephora.com/product/mini-glossiest-lip-gloss-set-P514837?skuId=2837193","P514837","https://www.sephora.com/productimages/sku/s2837193-main-zoom.jpg?imwidth=270","Mini Glossiest Lip Gloss Set","$29.00","11","4.09"
"HUDA BEAUTY","https://www.sephora.com/product/huda-beauty-faux-filler-shiny-non-sticky-lip-gloss-P509453?skuId=2828903","P509453","https://www.sephora.com/productimages/sku/s2828903-main-zoom.jpg?imwidth=270","Faux Filler Shiny Non-Sticky Lip Gloss","$21.00","4662","4.71"
"Tatcha","https://www.sephora.com/product/tatcha-the-kissu-lip-mask-P453225?skuId=2315315","P453225","https://www.sephora.com/productimages/sku/s2315315-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","The Kissu Hydrating & Plumping Lip Mask","$29.00","1582","3.81"
"Clarins","https://www.sephora.com/product/clarins-lip-perfector-sheer-lip-gloss-P512207?skuId=2774834","P512207","https://www.sephora.com/productimages/sku/s2774834-main-zoom.jpg?imwidth=270","Lip Perfector Sheer Lip Gloss","$30.00","224","4.82"
"Charlotte Tilbury","https://www.sephora.com/product/charlotte-tilbury-pillow-talk-big-lip-plumpgasm-plumping-lip-gloss-P511102?skuId=2765592","P511102","https://www.sephora.com/productimages/sku/s2765592-main-zoom.jpg?imwidth=270","Pillow Talk Big Lip Plumpgasm Plumping Lip Gloss","$35.00","1043","4.42"
"REFY","https://www.sephora.com/product/lip-sculpt-longwear-liner-P515735?skuId=2835619","P515735","https://www.sephora.com/productimages/sku/s2835619-main-zoom.jpg?imwidth=270","Lip Sculpt Longwear Liner","$26.00","17","3.65"
"MERIT","https://www.sephora.com/product/merit-signature-lip-lightweight-lipstick-P481403?skuId=2792802","P481403","https://www.sephora.com/productimages/sku/s2792802-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Signature Lip Lightweight Satin Lipstick","$26.00","978","4.33"
"DIOR","https://www.sephora.com/product/dior-rouge-dior-forever-liquid-transfer-proof-lipstick-P472977?skuId=2571453","P472977","https://www.sephora.com/productimages/sku/s2571453-main-zoom.jpg?imwidth=270","Rouge Dior Forever Liquid Transfer-Proof Lipstick","$47.00","1568","4.45"
"DIOR","https://www.sephora.com/product/dior-rouge-dior-lipstick-P467760?skuId=2750966","P467760","https://www.sephora.com/productimages/sku/s2750966-main-zoom.jpg?imwidth=270","Rouge Dior Refillable Lipstick","$49.00","1270","4.61"
