"brand","detail_link","id","image","name","price","quantity_rating","rating"
"Charlotte Tilbury","https://www.sephora.com/product/charlotte-tilbury-hyaluronic-happi-kiss-color-lip-balm-P468347?skuId=2420503","P468347","https://www.sephora.com/productimages/sku/s2420503-main-zoom.jpg?imwidth=270","Hyaluronic Happikiss Lipstick Balm","$35.00","464","3.84"
"Ami Colé","https://www.sephora.com/product/ami-cole-blush-desert-cream-blush-lip-multistick-P504779?skuId=2660868","P504779","https://www.sephora.com/productimages/sku/s2660868-main-zoom.jpg?imwidth=270&pb=allure-2023-bestofbeauty-badge","Desert Date Cream Blush & Lip Multistick","$22.00","136","4.80"
"MAKE UP FOR EVER","https://www.sephora.com/product/make-up-for-ever-artist-color-pencil-extreme-waterproof-lip-liner-P512173?skuId=2797405","P512173","https://www.sephora.com/productimages/sku/s2797405-main-zoom.jpg?imwidth=270","Artist Color Pencil Extreme Waterproof Lip Liner","$26.00","426","4.72"
"MILK MAKEUP","https://www.sephora.com/product/odyssey-lip-oil-gloss-P506917?skuId=2792869","P506917","https://www.sephora.com/productimages/sku/s2792869-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Odyssey Hydrating Non-Sticky Lip Oil Gloss","$26.00","846","4.72"
"Benefit Cosmetics","https://www.sephora.com/product/benefit-cosmetics-playtint-lip-cheek-stain-P473850?skuId=2465128","P473850","https://www.sephora.com/productimages/sku/s2465128-main-zoom.jpg?imwidth=270","Playtint Lip & Cheek Stain","$26.00","37","3.43"
"PAT McGRATH LABS","https://www.sephora.com/product/pat-mcgrath-labs-liquidlust-legendary-wear-matte-lipstick-P468398?skuId=2458800","P468398","https://www.sephora.com/productimages/sku/s2458800-main-zoom.jpg?imwidth=270","LiquiLUST™: Legendary Wear Matte Lipstick","$34.00","593","4.54"
"Givenchy","https://www.sephora.com/product/givenchy-le-rouge-interdit-satin-P512684?skuId=2788438","P512684","https://www.sephora.com/productimages/sku/s2788438-main-zoom.jpg?imwidth=270","Le Rouge Interdit Satin Hydrating Lipstick","$44.00","462","4.69"
"NARS","https://www.sephora.com/product/nars-afterglow-lip-shine-gloss-P479337?skuId=2514909","P479337","https://www.sephora.com/productimages/sku/s2514909-main-zoom.jpg?imwidth=270","Afterglow Lip Shine Gloss","$28.00","385","4.49"
"Bobbi Brown","https://www.sephora.com/product/extra-lip-tint-P404241?skuId=2670024","P404241","https://www.sephora.com/productimages/sku/s2670024-main-zoom.jpg?imwidth=270","Extra Lip Tint Sheer Oil-Infused Lip Balm","$39.00","951","4.64"
"Lancôme","https://www.sephora.com/product/lancome-l-absolu-rouge-intimate-blushing-nudes-lipstick-P510861?skuId=2744548","P510861","https://www.sephora.com/productimages/sku/s2744548-main-zoom.jpg?imwidth=270","L'Absolu Rouge Intimatte Buildable Soft Matte Lipstick","$35.00","20","4.60"
"MAKEUP BY MARIO","https://www.sephora.com/product/makeup-by-mario-moistureglow-tm-plumping-lip-color-P505562?skuId=2672160","P505562","https://www.sephora.com/productimages/sku/s2672160-main-zoom.jpg?imwidth=270&pb=allure-2023-bestofbeauty-badge","MoistureGlow™ Plumping Lip Color","$24.00","220","3.15"
"LYS Beauty","https://www.sephora.com/product/lys-beauty-speak-love-lipstick-collection-P503938?skuId=2654986","P503938","https://www.sephora.com/productimages/sku/s2654986-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Speak Love Moisture Matte Lipstick","$20.00","159","4.56"
"ILIA","https://www.sephora.com/product/multi-stick-P411848?skuId=2564359","P411848","https://www.sephora.com/productimages/sku/s2564359-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Multi-Stick Cream Blush + Highlighter + Lip Tint","$36.00","2219","4.13"
"Gucci","https://www.sephora.com/product/gucci-rouge-agrave-l-egrave-vres-voile-sheer-lipstick-P452737?skuId=2660140","P452737","https://www.sephora.com/productimages/sku/s2660140-main-zoom.jpg?imwidth=270","Sheer Lipstick","$49.00","287","4.39"
"Westman Atelier","https://www.sephora.com/product/westman-atelier-squeaky-clean-liquid-lip-balm-P469873?skuId=2845717","P469873","https://www.sephora.com/productimages/sku/s2845717-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Squeaky Clean Liquid Lip Hydrating Lip Balm","$38.00","191","3.51"
"Kosas","https://www.sephora.com/product/plump-juicy-lip-collagen-booster-P500329?skuId=2600849","P500329","https://www.sephora.com/productimages/sku/s2600849-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Plump + Juicy Lip Booster Buttery Treatment","$25.00","268","4.03"
"Iconic London","https://www.sephora.com/product/iconic-london-lustre-lip-oil-P463452?skuId=2820538","P463452","https://www.sephora.com/productimages/sku/s2820538-main-zoom.jpg?imwidth=270","Lustre Lip Oil","$25.00","149","4.52"
"La Mer","https://www.sephora.com/product/the-lip-volumizer-P444964?skuId=2748606","P444964","https://www.sephora.com/productimages/sku/s2748606-main-zoom.jpg?imwidth=270","The Lip Volumizer","$90.00","79","3.48"
"Armani Beauty","https://www.sephora.com/product/giorgio-armani-beauty-lip-power-lipstick-P471221?skuId=2644599","P471221","https://www.sephora.com/productimages/sku/s2644599-main-zoom.jpg?imwidth=270","Lip Power Long Lasting Lipstick","$45.00","1366","4.56"
"VIOLETTE_FR","https://www.sephora.com/product/petal-bouche-matte-liquid-lipstick-P515459?skuId=2864635","P515459","https://www.sephora.com/productimages/sku/s2864635-main-zoom.jpg?imwidth=270&pb=allure-2022-bestofbeauty-badge","PETAL BOUCHE Liquid Longwearing Matte Lipstick","$31.00","7","3.86"
"PATRICK TA","https://www.sephora.com/product/patrick-ta-mini-major-volume-plumping-lip-gloss-P511548?skuId=2760338","P511548","https://www.sephora.com/productimages/sku/s2760338-main-zoom.jpg?imwidth=270","Mini Major Volume Plumping Lip Gloss","$15.00","21","4.38"
"PAT McGRATH LABS","https://www.sephora.com/product/pat-mcgrath-labs-x-candy-crush-lust-gloss-P515917?skuId=2840098","P515917","https://www.sephora.com/productimages/sku/s2840098-main-zoom.jpg?imwidth=270","PAT McGRATH LABS x CANDY CRUSH Lust Gloss","$29.00","0","0.00"
"TOM FORD","https://www.sephora.com/product/tom-ford-liquid-lip-luxe-matte-P505704?skuId=2694065","P505704","https://www.sephora.com/productimages/sku/s2694065-main-zoom.jpg?imwidth=270","Liquid Lip Luxe Matte","$62.00","682","4.67"
"Danessa Myricks Beauty","https://www.sephora.com/product/danessa-myricks-colorfix-24-hour-cream-color-P468353?skuId=2798239","P468353","https://www.sephora.com/productimages/sku/s2798239-main-zoom.jpg?imwidth=270","Colorfix - Multi-Use Eye, Cheek & Lip Waterproof Liquid Pigment","$20.00","234","4.57"
"Laura Mercier","https://www.sephora.com/product/petal-soft-lip-crayon-P501504?skuId=2306959","P501504","https://www.sephora.com/productimages/sku/s2306959-main-zoom.jpg?imwidth=270","Petal Soft Lipstick Crayon","$35.00","466","4.33"
"PAT McGRATH LABS","https://www.sephora.com/product/pat-mcgrath-labs-x-candy-crush-mattetrance-lipstick-P515902?skuId=2840148","P515902","https://www.sephora.com/productimages/sku/s2840148-main-zoom.jpg?imwidth=270","PAT McGRATH LABS x CANDY CRUSH Mattetrance Lipstick","$39.00","0","0.00"
"HUDA BEAUTY","https://www.sephora.com/product/power-bullet-matte-lipstick-P441880?skuId=2198505","P441880","https://www.sephora.com/productimages/sku/s2198505-main-zoom.jpg?imwidth=270","Power Bullet Matte Lipstick","$27.00","1578","4.18"
"Gucci","https://www.sephora.com/product/gucci-hydrating-plumping-lip-gloss-P509299?skuId=2735702","P509299","https://www.sephora.com/productimages/sku/s2735702-main-zoom.jpg?imwidth=270","Hydrating Plumping Lip Gloss","$42.00","556","4.15"
"Anastasia Beverly Hills","https://www.sephora.com/product/liquid-lipstick-P404831?skuId=2036408","P404831","https://www.sephora.com/productimages/sku/s2036408-main-zoom.jpg?imwidth=270","Smudge-Proof Matte Liquid Lipstick","$20.00","4331","3.82"
"Anastasia Beverly Hills","https://www.sephora.com/product/anastasia-beverly-hills-diamond-lip-gloss-P468343?skuId=2675759","P468343","https://www.sephora.com/productimages/sku/s2675759-main-zoom.jpg?imwidth=270","Universal Luminous Tinted Lip Gloss","$20.00","392","4.36"
"NUDESTIX","https://www.sephora.com/product/nudestix-nudescreen-blush-lip-tint-spf-30-P509877?skuId=2756039","P509877","https://www.sephora.com/productimages/sku/s2756039-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Nudescreen SPF 30 Blush Tint","$30.00","156","4.29"
"PAT McGRATH LABS","https://www.sephora.com/product/pat-mcgrath-labs-dramatique-mega-lip-pencil-P511701?skuId=2766814","P511701","https://www.sephora.com/productimages/sku/s2766814-main-zoom.jpg?imwidth=270","Dramatique Mega Lip Pencil","$29.00","72","4.58"
"Too Faced","https://www.sephora.com/product/lip-injection-juicy-clicks-P514910?skuId=2839520","P514910","https://www.sephora.com/productimages/sku/s2839520-main-zoom.jpg?imwidth=270","Lip Injection Extreme Plumping Clicks Lip Gloss","$28.00","552","4.33"
"tarte","https://www.sephora.com/product/tarte-tarte-maracuja-juicy-lip-plump-shift-P506268?skuId=2780849","P506268","https://www.sephora.com/productimages/sku/s2780849-main-zoom.jpg?imwidth=270","maracuja juicy lip plump shift","$26.00","177","4.15"
"Grande Cosmetics","https://www.sephora.com/product/grandelips-hydrating-lip-plumper-P407471?skuId=2350171","P407471","https://www.sephora.com/productimages/sku/s2350171-main-zoom.jpg?imwidth=270","GrandeLIPS Hydrating Lip Plumper Gloss","$27.00","1483","3.78"
"Anastasia Beverly Hills","https://www.sephora.com/product/anastasia-beverly-hills-lip-liner-P480575?skuId=2650885","P480575","https://www.sephora.com/productimages/sku/s2650885-main-zoom.jpg?imwidth=270","Long-Lasting Velvety-Matte Lip Liner","$22.00","1461","4.62"
"Biossance","https://www.sephora.com/product/biossance-pro-peptide-tm-hydrating-lip-perfector-balm-with-hyaluronic-acid-P513592?skuId=2797942","P513592","https://www.sephora.com/productimages/sku/s2797942-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Pro-Peptide™ Hydrating Lip Perfector Balm with Hyaluronic Acid","$18.00","722","4.58"
"Charlotte Tilbury","https://www.sephora.com/product/charlotte-tilbury-airbrush-lip-blur-P506239?skuId=2670115","P506239","https://www.sephora.com/productimages/sku/s2670115-main-zoom.jpg?imwidth=270","Airbrush Flawless Matte Lip Blur Liquid Lipstick","$35.00","659","4.17"
"Charlotte Tilbury","https://www.sephora.com/product/collagen-lip-bath-gloss-P434009?skuId=2765642","P434009","https://www.sephora.com/productimages/sku/s2765642-main-zoom.jpg?imwidth=270","Collagen Lip Bath Gloss","$35.00","757","4.07"
"Gucci","https://www.sephora.com/product/gucci-rouge-de-beaut-eacute-brillant-glow-care-lipstick-P471239?skuId=2448934","P471239","https://www.sephora.com/productimages/sku/s2448934-main-zoom.jpg?imwidth=270","Glow & Care Shine Lipstick","$49.00","748","4.37"
"NARS","https://www.sephora.com/product/powermatte-lip-pigment-P421485?skuId=2482727","P421485","https://www.sephora.com/productimages/sku/s2482727-main-zoom.jpg?imwidth=270&pb=allure-best-2021-badge","Powermatte Lip Pigment","$32.00","1689","4.39"
"ISAMAYA","https://www.sephora.com/product/lip-lacq-maximising-lip-plumping-serum-P515446?skuId=2855872","P515446","https://www.sephora.com/productimages/sku/s2855872-main-zoom.jpg?imwidth=270","Lip Lacq- Maximising Lip Plumping Serum","$38.00","17","4.06"
"Charlotte Tilbury","https://www.sephora.com/product/hot-lips-lipstick-2-0-P446609?skuId=2244564","P446609","https://www.sephora.com/productimages/sku/s2244564-main-zoom.jpg?imwidth=270","Hot Lips Lipstick 2","$38.00","425","4.30"
"Iris&Romeo","https://www.sephora.com/product/lip-cocoon-hydrating-lip-balm-with-peptides-P514919?skuId=2847937","P514919","https://www.sephora.com/productimages/sku/s2847937-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Lip Cocoon Hydrating Barrier Repair Lip Balm with Peptides","$28.00","94","4.80"
"Dr. Idriss","https://www.sephora.com/product/barrier-baste-moisturizing-lip-balm-P515374?skuId=2835593","P515374","https://www.sephora.com/productimages/sku/s2835593-main-zoom.jpg?imwidth=270","Barrier Baste Moisturizing Lip Balm","$24.00","146","4.62"
"ROSE INC","https://www.sephora.com/product/rose-inc-satin-lip-color-refillable-hydrating-lipstick-P482730?skuId=2529337","P482730","https://www.sephora.com/productimages/sku/s2529337-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Satin Lip Color Refillable Hydrating Lipstick","$18.00 - $28.00","431","4.64"
"MILK MAKEUP","https://www.sephora.com/product/milk-electric-glossy-lip-plumper-P468863?skuId=2427920","P468863","https://www.sephora.com/productimages/sku/s2427920-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Electric Glossy Lip Plumper","$25.00","1115","4.01"
"LYS Beauty","https://www.sephora.com/product/lys-beauty-speak-love-glossy-lip-treatment-oil-P468385?skuId=2437549","P468385","https://www.sephora.com/productimages/sku/s2437549-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Speak Love Glossy Lip Treatment Oil","$14.00","309","4.41"
"Kosas","https://www.sephora.com/product/lip-fuel-hyaluronic-lip-balm-P443764?skuId=2447209","P443764","https://www.sephora.com/productimages/sku/s2447209-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Kosasport LipFuel Hyaluronic Acid Lip Balm","$20.00","719","4.01"
"TOM FORD","https://www.sephora.com/product/tom-ford-mini-soleil-neige-lip-blush-P511215?skuId=2756211","P511215","https://www.sephora.com/productimages/sku/s2756211-main-zoom.jpg?imwidth=270","Mini Soleil Clutch-Size Lip Balms","$35.00","13","3.77"
"Too Faced","https://www.sephora.com/product/too-faced-lip-injection-power-plumping-liquid-lip-balm-P475178?skuId=2479095","P475178","https://www.sephora.com/productimages/sku/s2479095-main-zoom.jpg?imwidth=270","Lip Injection Power Plumping Hydrating Liquid Lip Balm","$26.00","71","3.79"
"TOM FORD","https://www.sephora.com/product/tom-ford-rose-exposed-lip-oil-tint-P515093?skuId=2856268","P515093","https://www.sephora.com/productimages/sku/s2856268-main-zoom.jpg?imwidth=270","Rose Exposed Lip Oil Tint","$65.00","5","3.20"
"HAUS LABS BY LADY GAGA","https://www.sephora.com/product/le-monster-lip-crayon-lipstick-P500284?skuId=2659985","P500284","https://www.sephora.com/productimages/sku/s2659985-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Le Monster Lip Crayon Vegan Lipstick and Lip Liner","$24.00","609","4.33"
"CLINIQUE","https://www.sephora.com/product/clinique-pop-plush-tm-creamy-lip-gloss-P501008?skuId=2601961","P501008","https://www.sephora.com/productimages/sku/s2601961-main-zoom.jpg?imwidth=270","Pop Plush™ Creamy Lip Gloss","$25.00","438","4.28"
"Too Faced","https://www.sephora.com/product/pillow-balm-hydrating-lip-treatment-lip-balm-P514911?skuId=2839421","P514911","https://www.sephora.com/productimages/sku/s2839421-main-zoom.jpg?imwidth=270","Pillow Balm Hydrating Lip Treatment Lip Balm","$26.00","19","3.47"
"GUERLAIN","https://www.sephora.com/product/guerlain-kiss-kiss-bee-glow-lip-oil-P510448?skuId=2772218","P510448","https://www.sephora.com/productimages/sku/s2772218-main-zoom.jpg?imwidth=270&pb=allure-2024-bestofbeauty","Kiss Kiss Bee Glow Lip Oil","$40.00","153","4.36"
"Mango People","https://www.sephora.com/product/mango-people-hydrating-glossy-mango-butter-lip-balm-P512272?skuId=2774917","P512272","https://www.sephora.com/productimages/sku/s2774917-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Hydrating Glossy Mango Butter Lip Balm","$22.00","138","4.39"
"TOM FORD","https://www.sephora.com/product/gloss-luxe-lip-gloss-P449372?skuId=2490274","P449372","https://www.sephora.com/productimages/sku/s2490274-main-zoom.jpg?imwidth=270","Gloss Luxe Lip Gloss","$62.00","2328","4.72"
"Charlotte Tilbury","https://www.sephora.com/product/charlotte-tilbury-superstar-lips-lipstick-pillow-talk-collection-P455322?skuId=2244606","P455322","https://www.sephora.com/productimages/sku/s2244606-main-zoom.jpg?imwidth=270","Superstar Lips Lipstick - Pillow Talk Collection","$35.00","223","4.06"
"ISAMAYA","https://www.sephora.com/product/hyalurolip-lip-plumper-with-hyaluronic-acid-P515455?skuId=2855377","P515455","https://www.sephora.com/productimages/sku/s2855377-main-zoom.jpg?imwidth=270","Hyalurolip Lip Plumper with Hyaluronic Acid","$38.00","16","4.12"
"HAUS LABS BY LADY GAGA","https://www.sephora.com/product/phd-hybrid-lip-oil-P500283?skuId=2571941","P500283","https://www.sephora.com/productimages/sku/s2571941-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","PhD Hybrid Hydrating Tinted Lip Oil","$16.00 - $26.00","1154","4.12"
"Givenchy","https://www.sephora.com/product/rouge-interdit-vinyl-color-enhancing-lipstick-P405231?skuId=2672046","P405231","https://www.sephora.com/productimages/sku/s2672046-main-zoom.jpg?imwidth=270","Le Rouge Interdit pH Reactive Hydrating Universal Black Lip Balm","$41.00","284","3.77"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/match-stix-color-adaptive-cheek-lip-stick-P506509?skuId=2709368","P506509","https://www.sephora.com/productimages/sku/s2709368-main-zoom.jpg?imwidth=270","Match Stix Color-Adaptive Cheek + Lip Stick","$32.00","112","4.01"
"Fenty Beauty by Rihanna","https://www.sephora.com/product/fenty-skin-rihanna-perfect-puck-r-hydrating-lip-care-duo-P511733?skuId=2766376","P511733","https://www.sephora.com/productimages/sku/s2766376-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Perfect Puck'r Hydrating Lip Care Duo","$40.00","21","3.67"
"Ami Colé","https://www.sephora.com/product/ami-cole-soft-shape-waterproof-lip-liner-P511241?skuId=2770196","P511241","https://www.sephora.com/productimages/sku/s2770196-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Soft Shape Waterproof Lip Liner","$18.00","149","4.85"
"Too Faced","https://www.sephora.com/product/too-faced-lip-injection-power-plumping-cream-liquid-lipstick-P475179?skuId=2478873","P475179","https://www.sephora.com/productimages/sku/s2478873-main-zoom.jpg?imwidth=270","Lip Injection Power Plumping Cream Liquid Lipstick","$29.00","77","3.16"
"ILIA","https://www.sephora.com/product/ilia-balmy-gloss-tinted-lip-oil-P461456?skuId=2354082","P461456","https://www.sephora.com/productimages/sku/s2354082-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Balmy Gloss Tinted Lip Oil","$26.00","601","4.33"
"Mango People","https://www.sephora.com/product/mango-cream-blush-lip-multistick-P507343?skuId=2717791","P507343","https://www.sephora.com/productimages/sku/s2717791-main-zoom.jpg?imwidth=270&pb=clean-planet-aware","Mango Cream Blush & Lip Multistick","$27.00","239","4.56"
"NARS","https://www.sephora.com/product/afterglow-lip-oil-P516077?skuId=2869329","P516077","https://www.sephora.com/productimages/sku/s2869329-main-zoom.jpg?imwidth=270","Hot Escape Afterglow Lip Oil","$28.00","2","5.00"
"NARS","https://www.sephora.com/product/nars-air-matte-liquid-lipstick-P474358?skuId=2490902","P474358","https://www.sephora.com/productimages/sku/s2490902-main-zoom.jpg?imwidth=270","Air Matte Liquid Lipstick","$28.00","306","4.15"
"MAKEUP BY MARIO","https://www.sephora.com/product/makeup-by-mario-ultra-suede-lipstick-P477837?skuId=2502433","P477837","https://www.sephora.com/productimages/sku/s2502433-main-zoom.jpg?imwidth=270","Ultra Suede® Lipstick","$28.00","220","4.18"
"Viseart","https://www.sephora.com/product/viseart-moisture-boost-lip-shine-P455558?skuId=2344224","P455558","https://www.sephora.com/productimages/sku/s2344224-main-zoom.jpg?imwidth=270","Moisture Boost Lip Shine","$19.00","28","3.86"
"Laura Mercier","https://www.sephora.com/product/laura-mercier-caviar-lipliner-P512525?skuId=2796688","P512525","https://www.sephora.com/productimages/sku/s2796688-main-zoom.jpg?imwidth=270","Caviar Perfecting Lip Liner","$29.00","227","4.67"
"LAWLESS","https://www.sephora.com/product/lawless-double-plump-P516166?skuId=2859916","P516166","https://www.sephora.com/productimages/sku/s2859916-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Double the Plump Lip Gloss Set","$30.00","0","0.00"
"tarte","https://www.sephora.com/product/tarte-maracuja-juicy-lip-liner-P504210?skuId=2641256","P504210","https://www.sephora.com/productimages/sku/s2641256-main-zoom.jpg?imwidth=270","maracuja juicy lip liner","$22.00","58","4.36"
"LAWLESS","https://www.sephora.com/product/lawless-mini-forget-filler-lip-plumper-line-smoothing-gloss-P483470?skuId=2555092","P483470","https://www.sephora.com/productimages/sku/s2555092-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Mini Forget The Filler Lip Plumper Line Smoothing Gloss","$15.00","848","3.92"
"Bobbi Brown","https://www.sephora.com/product/pot-rouge-matte-velvet-cream-blush-for-cheeks-and-lips-P515575?skuId=2873834","P515575","https://www.sephora.com/productimages/sku/s2873834-main-zoom.jpg?imwidth=270","Pot Rouge Velvet Matte Cream Blush for Cheeks & Lips","$36.00","0","0.00"
"ILIA","https://www.sephora.com/product/ilia-lip-wrap-revival-balm-P480308?skuId=2512572","P480308","https://www.sephora.com/productimages/sku/s2512572-main-zoom.jpg?imwidth=270&pb=allure-2022-clean-badge","Lip Wrap Reviving Balm","$24.00","553","4.27"
"Hourglass","https://www.sephora.com/product/hourglass-shape-sculpt-lip-liner-P509656?skuId=2738896","P509656","https://www.sephora.com/productimages/sku/s2738896-main-zoom.jpg?imwidth=270","Shape & Sculpt Lip Liner","$29.00","276","4.75"
"Kaja","https://www.sephora.com/product/kaja-love-swipe-lightweight-cushiony-lip-mousse-P481098?skuId=2547537","P481098","https://www.sephora.com/productimages/sku/s2547537-main-zoom.jpg?imwidth=270","LOVE SWIPE Lightweight Cushiony Lip Mousse","$21.00","246","4.44"
"fresh","https://www.sephora.com/product/sugar-lip-balm-hydrating-treatment-P500777?skuId=2594489","P500777","https://www.sephora.com/productimages/sku/s2594489-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Sugar Lip Balm Hydrating Treatment","$26.00","1481","4.18"
"SIMIHAZE BEAUTY","https://www.sephora.com/product/super-slick-lip-balm-P503350?skuId=2633949","P503350","https://www.sephora.com/productimages/sku/s2633949-main-zoom.jpg?imwidth=270","Mini Super Slick Tinted Lip Balm","$24.00","135","3.28"
"Gucci","https://www.sephora.com/product/gucci-gucci-rouge-a-levres-liquid-matte-lipstick-P483448?skuId=2749448","P483448","https://www.sephora.com/productimages/sku/s2749448-main-zoom.jpg?imwidth=270","Transfer-Proof Matte Liquid Lipstick","$49.00","294","4.32"
"ISAMAYA","https://www.sephora.com/product/lips-metal-sheer-metallic-balm-P515447?skuId=2855351","P515447","https://www.sephora.com/productimages/sku/s2855351-main-zoom.jpg?imwidth=270","Lips Metal- Sheer Metallic Balm","$32.00","14","3.50"
"Givenchy","https://www.sephora.com/product/givenchy-le-rose-perfecto-liquid-balm-P457245?skuId=2749554","P457245","https://www.sephora.com/productimages/sku/s2749554-main-zoom.jpg?imwidth=270","Rose Perfecto Hydrating Tinted Lip Balm & Gloss","$39.00","939","4.39"
"Kulfi","https://www.sephora.com/product/heirloom-satin-lipstick-P507664?skuId=2699080","P507664","https://www.sephora.com/productimages/sku/s2699080-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Heirloom Satin Lipstick","$30.00","277","4.84"
"The INKEY List","https://www.sephora.com/product/tripeptide-plumping-lip-balm-P507592?skuId=2701027","P507592","https://www.sephora.com/productimages/sku/s2701027-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Tripeptide Plumping Lip Balm","$13.00","1102","3.33"
"Sarah Creal","https://www.sephora.com/product/sarah-creal-the-adults-are-talking-solid-serum-lip-repair-P513264?skuId=2852960","P513264","https://www.sephora.com/productimages/sku/s2852960-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","The Adults are Talking Solid Serum Lip Repair Balm","$42.00","105","4.65"
"PATRICK TA","https://www.sephora.com/product/major-glow-lip-shine-P443623?skuId=2221315","P443623","https://www.sephora.com/productimages/sku/s2221315-main-zoom.jpg?imwidth=270","Major Glow Lip Shine","$26.00","530","4.61"
"NARS","https://www.sephora.com/product/nars-mini-powermatte-high-intensity-lip-pencil-duo-P512468?skuId=2797322","P512468","https://www.sephora.com/productimages/sku/s2797322-main-zoom.jpg?imwidth=270","Mini Powermatte High-Intensity Lip Pencil Duo","$30.00","9","3.44"
"Farmacy","https://www.sephora.com/product/farmacy-apple-lip-smoothie-vitamin-c-peptide-lip-balm-P505757?skuId=2674281","P505757","https://www.sephora.com/productimages/sku/s2674281-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Lip Smoothie Vitamin C + Peptide Lip Balm","$22.00","1227","4.62"
"LAWLESS","https://www.sephora.com/product/lawless-jumbo-queen-sized-forget-filler-lip-plumper-line-smoothing-gloss-P509060?skuId=2741627","P509060","https://www.sephora.com/productimages/sku/s2741627-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Jumbo Queen Sized Forget The Filler Lip Plumper Line Smoothing Gloss","$38.00","819","4.00"
"Westman Atelier","https://www.sephora.com/product/westman-atelier-mini-petite-baby-cheeks-lip-cheek-cream-blush-stick-P506281?skuId=2764017","P506281","https://www.sephora.com/productimages/sku/s2764017-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Mini Petite Baby Cheeks Lip + Cheek Cream Blush Stick","$26.00","195","4.29"
"Laura Mercier","https://www.sephora.com/product/laura-mercier-caviar-smoothing-matte-lipstick-P512645?skuId=2793362","P512645","https://www.sephora.com/productimages/sku/s2793362-main-zoom.jpg?imwidth=270","Caviar Smoothing Matte Lipstick","$45.00","261","4.64"
"Givenchy","https://www.sephora.com/product/givenchy-le-rouge-sheer-velvet-matte-lipstick-P474948?skuId=2484715","P474948","https://www.sephora.com/productimages/sku/s2484715-main-zoom.jpg?imwidth=270","Le Rouge Sheer Velvet Matte Lipstick","$44.00","263","4.45"
"GXVE BY GWEN STEFANI","https://www.sephora.com/product/gxve-by-gwen-stefani-original-me-clean-high-performance-matte-lipstick-P482002?skuId=2568285","P482002","https://www.sephora.com/productimages/sku/s2568285-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Original Me Clean High-Performance Matte Lipstick","$26.00","429","4.58"
"ILIA","https://www.sephora.com/product/color-block-high-impact-lipstick-P436270?skuId=2128650","P436270","https://www.sephora.com/productimages/sku/s2128650-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Color Block High Impact Lipstick","$28.00","176","4.35"
"MAKE UP FOR EVER","https://www.sephora.com/product/rouge-artist-for-ever-matte-24hr-longwear-liquid-lipstick-P500992?skuId=2594760","P500992","https://www.sephora.com/productimages/sku/s2594760-main-zoom.jpg?imwidth=270","Rouge Artist For Ever Matte 24HR Longwear Liquid Lipstick","$28.00","265","4.02"
"Yves Saint Laurent","https://www.sephora.com/product/yves-saint-laurent-ysl-lip-gloss-stick-tinted-lip-balm-gift-set-P515690?skuId=2853075","P515690","https://www.sephora.com/productimages/sku/s2853075-main-zoom.jpg?imwidth=270","YSL Lip Gloss Stick & Tinted Lip Balm Gift Set","$59.00","1","5.00"
"DIOR","https://www.sephora.com/product/rouge-forever-stick-lipstick-P500997?skuId=2695187","P500997","https://www.sephora.com/productimages/sku/s2695187-main-zoom.jpg?imwidth=270","Rouge Dior Forever Transfer-Proof Lipstick","$47.00","1000","4.24"
"Freck Beauty","https://www.sephora.com/product/freck-beauty-rich-bitch-nourishing-plant-peptide-lip-balm-P504127?skuId=2657021","P504127","https://www.sephora.com/productimages/sku/s2657021-main-zoom.jpg?imwidth=270&pb=clean-at-sephora","Rich Bitch Nourishing Plant and Peptide Lip Balm","$20.00","357","3.96"
